date,sales,returns,return_rate,new_customers,avg_order_value,order_source,category,product_id,inventory,profit_margin,profit,month
2023-01-20,820.3385968561275,114.48015671447061,13.955232284962005,13,63.102968988932886,Website,T-Shirts,Product_12,119,0.3,246.10157905683826,2023-01
2023-01-21,1485.8104114659563,132.1185112156226,8.89201678734163,33,45.0245579232108,Website,Jackets,Product_15,361,0.4,594.3241645863826,2023-01
2023-01-22,1102.346325411749,56.31200079912746,5.108376514802984,16,68.89664533823431,Website,Jeans,Product_17,260,0.35,385.8212138941121,2023-01
2023-01-23,1175.3401011144897,165.1801794269099,14.053819764192637,26,45.20538850440345,Other,T-Shirts,Product_10,150,0.3,352.6020303343469,2023-01
2023-01-24,832.7453451274429,49.239122772952754,5.912866767861336,23,36.20631935336708,Facebook,Jackets,Product_6,235,0.4,333.0981380509772,2023-01
2023-01-25,1041.923773266825,85.36623567671731,8.19313637590415,8,130.24047165835313,Website,Jeans,Product_18,181,0.35,364.67332064338876,2023-01
2023-01-26,1199.588986378904,173.94783652410746,14.500619670508048,20,59.97944931894521,Instagram,Jeans,Product_13,160,0.35,419.8561452326164,2023-01
2023-01-27,906.5003208412413,131.4975844113492,14.50607146937556,21,43.166681944821015,Website,Jeans,Product_3,430,0.35,317.27511229443445,2023-01
2023-01-28,1270.047597155444,136.33172105065938,10.73437888123286,24,52.91864988147683,Direct,Shirts,Product_10,181,0.25,317.511899288861,2023-01
2023-01-29,1042.3628706851773,117.978508562562,11.318372121697992,22,47.380130485689875,Instagram,T-Shirts,Product_14,69,0.3,312.7088612055532,2023-01
2023-01-30,1118.4469244261604,106.0785977042416,9.484455219783197,19,58.865627601376865,Website,Jeans,Product_6,443,0.35,391.4564235491561,2023-01
2023-01-31,1047.2067115879054,83.06556438260348,7.932107716980645,21,49.866986266090734,Facebook,Accessories,Product_3,73,0.45,471.2430202145574,2023-01
2023-02-01,1634.7675684002,135.46739238538348,8.28664545369916,31,52.73443769032903,Direct,T-Shirts,Product_16,276,0.3,490.43027052005993,2023-02
2023-02-02,1191.692945158116,139.72819721746927,11.725184560770382,29,41.092860177866065,Direct,Shirts,Product_7,203,0.25,297.923236289529,2023-02
2023-02-03,943.4911749847688,118.16043163001534,12.523745294376798,20,47.17455874923844,Facebook,Jeans,Product_20,342,0.35,330.22191124466906,2023-02
2023-02-04,1395.0717291255705,180.184540983297,12.915790437258485,29,48.10592169398519,Instagram,Jackets,Product_14,279,0.4,558.0286916502282,2023-02
2023-02-05,906.245089299772,116.87101089794565,12.896181427945539,16,56.64031808123575,Website,T-Shirts,Product_9,359,0.3,271.8735267899316,2023-02
2023-02-06,1249.7794585677711,73.88772433701541,5.912061030486903,22,56.80815720762596,Other,Accessories,Product_15,408,0.45,562.400756355497,2023-02
2023-02-07,729.6640666297417,72.55927634684724,9.944203047025814,12,60.80533888581181,Website,Jeans,Product_3,454,0.35,255.38242332040957,2023-02
2023-02-08,881.1846815108264,49.1312238368838,5.575587600166443,19,46.378141132148755,Direct,T-Shirts,Product_2,251,0.3,264.3554044532479,2023-02
2023-02-09,1246.7620932875677,130.85128262917019,10.495288823237356,22,56.67100424034399,Instagram,T-Shirts,Product_2,87,0.3,374.0286279862703,2023-02
2023-02-10,1375.8365067017771,129.539203596272,9.415305013733771,28,49.13701809649204,Instagram,T-Shirts,Product_3,479,0.3,412.7509520105331,2023-02
2023-02-11,1238.732377407259,171.89941014461863,13.877041827582998,35,35.3923536402074,Facebook,Jeans,Product_18,309,0.35,433.55633209254063,2023-02
2023-02-12,1168.5650724653715,99.43495633047924,8.509150125520787,27,43.28018786908783,Website,Jeans,Product_14,237,0.35,408.99777536288,2023-02
2023-02-13,1122.5072446566362,69.26621963786431,6.170670164276058,20,56.12536223283181,Website,Jackets,Product_20,106,0.4,449.0028978626545,2023-02
2023-02-14,839.7297627238634,53.99392526036456,6.429916820528359,22,38.16953466926652,Website,Jeans,Product_18,478,0.35,293.90541695335213,2023-02
2023-02-15,1018.5211995203814,128.4875321824594,12.615106317174723,18,56.58451108446563,Website,T-Shirts,Product_10,69,0.3,305.5563598561144,2023-02
2023-02-16,1077.6473050308036,120.50446823695333,11.182180633162611,11,97.96793682098215,Instagram,Shirts,Product_2,322,0.25,269.4118262577009,2023-02
2023-02-17,1434.1549169428176,86.21030416473246,6.011226761227903,23,62.354561606209465,Website,Shirts,Product_1,168,0.25,358.5387292357044,2023-02
2023-02-18,1261.5093233652906,73.68561817551914,5.841068061149975,15,84.10062155768604,Website,T-Shirts,Product_4,120,0.3,378.4527970095872,2023-02
2023-02-19,761.7217007450126,91.48042493573014,12.009691314591198,13,58.59397698038559,Other,T-Shirts,Product_14,53,0.3,228.5165102235038,2023-02
2023-02-20,1248.4980855820388,71.50935169379088,5.727630063641936,25,49.939923423281556,Direct,T-Shirts,Product_1,270,0.3,374.54942567461165,2023-02
2023-02-21,1078.1330265423755,142.51409863881958,13.218600592903563,29,37.17700091525433,Direct,Shirts,Product_14,63,0.25,269.5332566355939,2023-02
2023-02-22,1005.8885827742417,121.33452843568928,12.06242227156496,21,47.89945632258294,Other,Shirts,Product_16,52,0.25,251.47214569356044,2023-02
2023-02-23,1300.1174021996394,75.58216664600748,5.813487806418998,24,54.17155842498497,Website,Jeans,Product_14,265,0.35,455.04109076987373,2023-02
2023-02-24,1390.9099043457018,81.34565689559932,5.84837714085192,31,44.86806143050651,Website,Jackets,Product_20,278,0.4,556.3639617382808,2023-02
2023-02-25,1361.339601852513,202.38213318949778,14.866395785011754,16,85.08372511578206,Instagram,Jackets,Product_3,385,0.4,544.5358407410052,2023-02
2023-02-26,950.1499174258998,83.06883243955535,8.742707957561203,20,47.50749587129499,Instagram,Shirts,Product_3,235,0.25,237.53747935647496,2023-02
2023-02-27,1065.5038332413117,92.76725450812181,8.706421470668909,25,42.62015332965247,Website,Jackets,Product_9,104,0.4,426.2015332965247,2023-02
2023-02-28,1204.2787136447473,158.09765741302462,13.127995672575027,16,75.2674196027967,Direct,T-Shirts,Product_6,437,0.3,361.2836140934242,2023-02
2023-03-01,1342.0235421022173,194.2241662123081,14.472485773838587,32,41.93823569069429,Website,T-Shirts,Product_13,425,0.3,402.6070626306652,2023-03
2023-03-02,1009.2226865500576,149.97059858475615,14.86001063822871,21,48.05822316905036,Website,T-Shirts,Product_2,303,0.3,302.7668059650173,2023-03
2023-03-03,1068.0622378371102,133.86859094038812,12.533781852589415,19,56.21380199142685,Facebook,T-Shirts,Product_8,73,0.3,320.418671351133,2023-03
2023-03-04,858.2538012890103,75.20531201978412,8.762595855309158,20,42.912690064450516,Facebook,Jeans,Product_2,211,0.35,300.3888304511536,2023-03
2023-03-05,832.878724563308,48.59853327057634,5.835007166986688,28,29.745668734403857,Facebook,Accessories,Product_4,207,0.45,374.7954260534886,2023-03
2023-03-06,1264.011973938139,161.43289942104457,12.771469159274368,26,48.61584515146688,Website,T-Shirts,Product_15,131,0.3,379.20359218144165,2023-03
2023-03-07,1372.5413239024415,145.27035701563523,10.584042497358052,28,49.019332996515764,Direct,T-Shirts,Product_4,452,0.3,411.7623971707324,2023-03
2023-03-08,1056.4648510116183,97.64080673007653,9.242220092469763,18,58.692491722867686,Website,Jeans,Product_13,208,0.35,369.7626978540664,2023-03
2023-03-09,1277.5489514585868,179.66865700569653,14.063543850947358,21,60.8356643551708,Website,Accessories,Product_12,237,0.45,574.8970281563641,2023-03
2023-03-10,1132.355881116793,69.20930636131476,6.111974823061515,26,43.552149273722804,Direct,Jeans,Product_13,109,0.35,396.3245583908775,2023-03
2023-03-11,912.6636914317528,90.5932891889924,9.926251042908591,13,70.20489934090406,Other,Jeans,Product_14,452,0.35,319.43229200111347,2023-03
2023-03-12,1114.8077722683463,57.00610175644658,5.113536447674191,22,50.673080557652106,Direct,T-Shirts,Product_20,354,0.3,334.44233168050386,2023-03
2023-03-13,1348.6539765317937,130.63880267352187,9.686606419941263,24,56.19391568882474,Direct,T-Shirts,Product_18,368,0.3,404.5961929595381,2023-03
2023-03-14,1015.7335031247619,56.505587500809284,5.563032756818374,22,46.16970468748918,Instagram,Accessories,Product_6,415,0.45,457.0800764061429,2023-03
2023-03-15,1332.2242407351682,82.4404228653551,6.188179162680719,28,47.57943716911315,Facebook,Accessories,Product_11,260,0.45,599.5009083308257,2023-03
2023-03-16,479.05160248665845,29.58269380961438,6.1752624677710495,14,34.21797160618989,Website,T-Shirts,Product_2,455,0.3,143.71548074599752,2023-03
2023-03-17,1161.9337169804978,133.53061979299986,11.492103021160634,20,58.096685849024894,Facebook,Accessories,Product_19,201,0.45,522.870172641224,2023-03
2023-03-18,1006.7244106691141,125.44237967457508,12.460448792654233,18,55.929133926061894,Website,Shirts,Product_19,158,0.25,251.68110266727854,2023-03
2023-03-19,922.4434222821059,99.93463912697628,10.833687650971596,13,70.95718632939275,Website,Jackets,Product_5,125,0.4,368.9773689128424,2023-03
2023-03-20,990.6190351894788,144.84559592503922,14.621725484745419,17,58.27170795232229,Instagram,Jeans,Product_19,79,0.35,346.7166623163176,2023-03
2023-03-21,581.0773880222164,50.836751120711675,8.748705795237042,13,44.69826061709357,Facebook,Jeans,Product_2,363,0.35,203.37708580777573,2023-03
2023-03-22,914.2165345823435,71.8310980700066,7.857120862818608,22,41.55529702647016,Website,Jeans,Product_10,166,0.35,319.9757871038202,2023-03
2023-03-23,1015.7803943857194,139.01961621882418,13.685991281894601,15,67.71869295904796,Website,Shirts,Product_2,464,0.25,253.94509859642986,2023-03
2023-03-24,1217.8415313928538,88.12250640920264,7.235958385194527,28,43.49434040688764,Instagram,T-Shirts,Product_11,405,0.3,365.3524594178561,2023-03
2023-03-25,835.4257791481567,122.2413830079317,14.632225394406111,23,36.322859962963335,Website,T-Shirts,Product_18,241,0.3,250.627733744447,2023-03
2023-03-26,774.751290620885,39.67923402631966,5.121544746898164,17,45.5736053306403,Direct,Jeans,Product_15,68,0.35,271.16295171730974,2023-03
2023-03-27,824.512462448885,121.19334109101933,14.69878826707639,25,32.9804984979554,Facebook,Shirts,Product_9,481,0.25,206.12811561222125,2023-03
2023-03-28,1075.3268295191529,58.40744260397153,5.431599119505762,17,63.25451938347958,Facebook,T-Shirts,Product_19,222,0.3,322.59804885574584,2023-03
2023-03-29,960.7955327840426,133.66040891043903,13.911431136980712,12,80.06629439867022,Facebook,Shirts,Product_9,277,0.25,240.19888319601066,2023-03
2023-03-30,799.5412806892563,82.16894609246292,10.277011090862997,7,114.22018295560804,Direct,Accessories,Product_3,399,0.45,359.79357631016535,2023-03
2023-03-31,978.3329707207058,146.0616684168828,14.929647961193005,27,36.23455447113725,Website,T-Shirts,Product_9,232,0.3,293.4998912162117,2023-03
2023-04-01,897.5059188802107,51.49858130831525,5.737965647353989,21,42.73837708953384,Instagram,Shirts,Product_14,162,0.25,224.37647972005269,2023-04
2023-04-02,1043.059402207082,109.92326199010138,10.538542844013207,20,52.152970110354104,Facebook,Jeans,Product_19,232,0.35,365.0707907724787,2023-04
2023-04-03,745.5867421298954,109.54924907354385,14.693025356190988,16,46.59917138311846,Website,Jackets,Product_7,195,0.4,298.2346968519582,2023-04
2023-04-04,804.7660442233415,82.33544049062394,10.230978441701488,10,80.47660442233415,Direct,T-Shirts,Product_16,368,0.3,241.42981326700243,2023-04
2023-04-05,788.2030927633632,89.01954995409443,11.293986381352623,27,29.192707139383824,Instagram,Shirts,Product_16,165,0.25,197.0507731908408,2023-04
2023-04-06,600.9217867421715,71.85514386792453,11.957486889846171,12,50.07681556184763,Instagram,Jackets,Product_1,162,0.4,240.36871469686864,2023-04
2023-04-07,894.1935599477772,85.35444728210369,9.545410647677732,18,49.67741999709873,Direct,Accessories,Product_4,300,0.45,402.38710197649976,2023-04
2023-04-08,882.8740890954763,99.54918128564616,11.275580800840634,21,42.04162329026077,Direct,Shirts,Product_4,300,0.25,220.71852227386907,2023-04
2023-04-09,835.0717512029125,90.54802513120045,10.843143119231001,19,43.951144800153294,Instagram,Jeans,Product_7,352,0.35,292.27511292101934,2023-04
2023-04-10,790.7386827817385,110.79498395847257,14.011580104909887,16,49.421167673858655,Direct,Shirts,Product_8,362,0.25,197.68467069543462,2023-04
2023-04-11,591.7585044075962,32.2772534265398,5.454463803414579,7,84.53692920108517,Instagram,Jackets,Product_17,167,0.4,236.7034017630385,2023-04
2023-04-12,752.3568296837493,58.75629894213193,7.809631895922303,17,44.25628409904408,Instagram,Shirts,Product_5,350,0.25,188.08920742093733,2023-04
2023-04-13,761.7793977103377,110.48935867719979,14.504114840765586,24,31.740808237930736,Instagram,T-Shirts,Product_7,210,0.3,228.5338193131013,2023-04
2023-04-14,683.8327606560624,95.07079213782686,13.902637838909163,20,34.19163803280312,Instagram,Accessories,Product_20,450,0.45,307.7247422952281,2023-04
2023-04-15,785.3696021789942,75.05437637549848,9.55656752785713,23,34.14650444256497,Website,Shirts,Product_20,247,0.25,196.34240054474856,2023-04
2023-04-16,874.2675555689308,97.92955881930257,11.201325978015365,14,62.44768254063791,Direct,Shirts,Product_4,309,0.25,218.5668888922327,2023-04
2023-04-17,1110.8658324526818,86.35661949653866,7.773811829811327,17,65.34504896780481,Direct,T-Shirts,Product_6,197,0.3,333.2597497358045,2023-04
2023-04-18,832.7153389365627,57.30090447487925,6.881211597237613,16,52.04470868353517,Website,Shirts,Product_7,289,0.25,208.17883473414068,2023-04
2023-04-19,844.3605304372339,81.37088963766396,9.636984049399821,17,49.66826649630788,Direct,Jeans,Product_18,96,0.35,295.52618565303186,2023-04
2023-04-20,789.7854826076195,67.39652012458434,8.533522280260526,21,37.60883250512474,Website,Shirts,Product_5,448,0.25,197.44637065190489,2023-04
2023-04-21,493.4878079466791,53.477107920530806,10.836561118508719,1,493.4878079466791,Website,T-Shirts,Product_20,247,0.3,148.0463423840037,2023-04
2023-04-22,795.9801070235484,45.98652781625995,5.777346369649848,23,34.60783074015428,Instagram,Shirts,Product_3,96,0.25,198.9950267558871,2023-04
2023-04-23,809.6396267559363,119.37284617697254,14.743948076661665,15,53.97597511706242,Website,Accessories,Product_7,127,0.45,364.33783204017135,2023-04
2023-04-24,1194.3205755818801,177.5012071782854,14.86210744479603,21,56.87240836104191,Direct,T-Shirts,Product_14,173,0.3,358.29617267456405,2023-04
2023-04-25,769.8190293875755,92.2367687736034,11.981617140197452,10,76.98190293875754,Direct,Accessories,Product_7,124,0.45,346.41856322440896,2023-04
2023-04-26,849.7937447393014,88.0468211066353,10.360963663441202,8,106.22421809241267,Facebook,Jeans,Product_5,408,0.35,297.42781065875545,2023-04
2023-04-27,797.0741758852777,64.52535576077979,8.095276162863277,20,39.85370879426388,Website,Jackets,Product_5,186,0.4,318.8296703541111,2023-04
2023-04-28,616.2169377499124,80.95827438749018,13.137950197069486,12,51.35141147915937,Website,Jackets,Product_2,139,0.4,246.48677509996497,2023-04
2023-04-29,990.3038330442198,117.32438213070796,11.847311725538793,13,76.17721792647845,Instagram,Shirts,Product_6,449,0.25,247.57595826105495,2023-04
2023-04-30,929.8469695894579,61.613235304848885,6.626169393448913,12,77.48724746578816,Other,Shirts,Product_15,374,0.25,232.46174239736447,2023-04
2023-05-01,939.1368798866155,132.50537537927545,14.109271844938426,17,55.24334587568326,Instagram,Jackets,Product_10,110,0.4,375.6547519546462,2023-05
2023-05-02,665.7490133522144,88.04778645976577,13.22537242923169,21,31.702333969153067,Website,Jeans,Product_7,187,0.35,233.01215467327503,2023-05
2023-05-03,1046.1895311500539,151.67654915482666,14.49799913291924,19,55.062606902634414,Instagram,Jeans,Product_5,99,0.35,366.1663359025188,2023-05
2023-05-04,590.4769256394497,72.37590870094566,12.2571950838836,4,147.61923140986244,Facebook,Shirts,Product_1,308,0.25,147.61923140986244,2023-05
2023-05-05,921.1560606939482,102.56291558049928,11.134151959357899,17,54.18565062905578,Instagram,Jackets,Product_13,156,0.4,368.4624242775793,2023-05
2023-05-06,1191.5628349277315,109.41442754750976,9.182430362906189,22,54.161947042169615,Website,Jackets,Product_18,162,0.4,476.6251339710926,2023-05
2023-05-07,668.0185719281993,95.70892354110028,14.327284833540133,0,inf,Instagram,Jackets,Product_13,399,0.4,267.20742877127975,2023-05
2023-05-08,742.9349649716016,101.48966278949558,13.660638895004084,14,53.066783212257256,Facebook,Jeans,Product_18,303,0.35,260.02723774006057,2023-05
2023-05-09,859.686824643058,46.871730723970096,5.452186701061894,16,53.730426540191125,Other,Jackets,Product_5,167,0.4,343.8747298572232,2023-05
2023-05-10,762.8140420400555,40.15201194126436,5.26366974497252,18,42.37855789111419,Website,T-Shirts,Product_13,247,0.3,228.84421261201663,2023-05
2023-05-11,589.0313450877103,51.626439591228085,8.764633668780496,21,28.04911167084335,Instagram,Jeans,Product_4,386,0.35,206.1609707806986,2023-05
2023-05-12,871.4861417811622,114.21290658415109,13.105533307818328,23,37.890701816572275,Direct,T-Shirts,Product_17,414,0.3,261.4458425343487,2023-05
2023-05-13,681.8592836713643,101.41130361562074,14.872761293149445,12,56.821606972613694,Website,Jeans,Product_3,100,0.35,238.6507492849775,2023-05
2023-05-14,954.7689398225291,62.0997845561581,6.504168911035283,13,73.44376460173301,Direct,Jeans,Product_17,294,0.35,334.16912893788515,2023-05
2023-05-15,717.1485720361562,78.46542801356819,10.94130715352135,27,26.561058223561343,Instagram,Jeans,Product_11,452,0.35,251.00200021265465,2023-05
2023-05-16,1160.0247093578978,102.18551599394304,8.808908566310215,23,50.43585692860425,Website,Shirts,Product_20,475,0.25,290.00617733947445,2023-05
2023-05-17,752.7023290081532,110.64079906776689,14.699143978146031,15,50.18015526721022,Website,Jeans,Product_4,84,0.35,263.44581515285364,2023-05
2023-05-18,841.745296706048,112.97222911696686,13.421189231357086,16,52.609081044128,Instagram,Jeans,Product_2,351,0.35,294.61085384711674,2023-05
2023-05-19,1054.6363969944503,141.1450163130804,13.383287047111377,22,47.938018045202284,Website,T-Shirts,Product_20,459,0.3,316.3909190983351,2023-05
2023-05-20,689.4337432657911,66.78497512334135,9.686931597949703,13,53.033364866599314,Facebook,Jeans,Product_16,118,0.35,241.30181014302687,2023-05
2023-05-21,964.2066288408115,88.2075028346829,9.148195023376651,16,60.26291430255072,Website,T-Shirts,Product_18,398,0.3,289.2619886522434,2023-05
2023-05-22,1173.2072884102386,90.73668136971261,7.734070719307063,20,58.660364420511925,Instagram,T-Shirts,Product_8,369,0.3,351.9621865230716,2023-05
2023-05-23,636.4339606068813,35.40962609181702,5.563754966509271,12,53.036163383906775,Website,Shirts,Product_3,470,0.25,159.10849015172033,2023-05
2023-05-24,980.9748727199249,133.8758359344834,13.647223762550531,16,61.310929544995304,Direct,Shirts,Product_9,98,0.25,245.24371817998122,2023-05
2023-05-25,1003.7747914287505,131.78569366061396,13.129010091300774,16,62.73592446429691,Other,Shirts,Product_20,454,0.25,250.94369785718763,2023-05
2023-05-26,1112.88514360706,166.90135182050813,14.997176732861305,22,50.58568834577545,Other,Jeans,Product_6,123,0.35,389.50980026247095,2023-05
2023-05-27,730.5481418254499,109.33652603118601,14.966368370739053,13,56.19601090964999,Instagram,Jeans,Product_10,241,0.35,255.69184963890743,2023-05
2023-05-28,720.4727321382165,76.04097645208228,10.554317056026273,21,34.308225339915076,Website,Jackets,Product_10,310,0.4,288.1890928552866,2023-05
2023-05-29,1090.472966604258,138.37964712153604,12.689874151805103,8,136.30912082553226,Instagram,Jeans,Product_13,405,0.35,381.6655383114903,2023-05
2023-05-30,1054.9448293836533,152.41481364101674,14.447657298824279,26,40.574801130140514,Website,Jeans,Product_17,119,0.35,369.23069028427864,2023-05
2023-05-31,1054.5115990459074,142.32188280913735,13.496473906774115,27,39.05598514984842,Website,T-Shirts,Product_9,139,0.3,316.3534797137722,2023-05
2023-06-01,1082.762743452105,80.92006809571876,7.473481017431976,11,98.4329766774641,Website,Jeans,Product_17,309,0.35,378.96696020823674,2023-06
2023-06-02,882.1176580958617,83.84917665564956,9.505441353100935,15,58.80784387305744,Facebook,Jeans,Product_9,175,0.35,308.74118033355154,2023-06
2023-06-03,1077.1259940547816,67.7683960463979,6.29159415151495,19,56.69084179235693,Instagram,Jeans,Product_9,280,0.35,376.99409791917356,2023-06
2023-06-04,1098.4185120350246,159.71565657845247,14.540510272587223,14,78.4584651453589,Instagram,Shirts,Product_1,344,0.25,274.60462800875615,2023-06
2023-06-05,896.4035641736228,99.15788849202231,11.0617463445088,14,64.02882601240164,Facebook,Jeans,Product_2,468,0.35,313.74124746076797,2023-06
2023-06-06,1447.2494540129132,105.45279024353238,7.286428055034627,23,62.923889304909274,Website,Shirts,Product_16,178,0.25,361.8123635032283,2023-06
2023-06-07,1162.6456372412974,136.22726888771115,11.717006844058565,32,36.332676163790545,Other,Jackets,Product_1,329,0.4,465.058254896519,2023-06
2023-06-08,815.013505194088,91.12896165120877,11.181282404578957,20,40.7506752597044,Facebook,Jackets,Product_10,362,0.4,326.0054020776352,2023-06
2023-06-09,1219.2683514989044,104.63306425337205,8.581627180328406,30,40.64227838329681,Facebook,Shirts,Product_18,149,0.25,304.8170878747261,2023-06
2023-06-10,873.8337842844011,53.61473526682272,6.13557592199629,21,41.61113258497148,Website,Accessories,Product_8,375,0.45,393.2252029279805,2023-06
2023-06-11,1264.9926133059641,148.2031438372155,11.715731955927994,19,66.57855859505075,Instagram,T-Shirts,Product_11,346,0.3,379.4977839917892,2023-06
2023-06-12,1355.2644322033227,138.2786736938057,10.203077009037932,24,56.469351341805115,Instagram,T-Shirts,Product_2,231,0.3,406.5793296609968,2023-06
2023-06-13,925.7059405566227,117.77926935091295,12.723183917356392,20,46.285297027831135,Website,T-Shirts,Product_8,223,0.3,277.71178216698684,2023-06
2023-06-14,1329.2080182988182,135.6009505653857,10.201635011119933,20,66.4604009149409,Website,Shirts,Product_8,365,0.25,332.30200457470454,2023-06
2023-06-15,1213.8328613820847,164.13223396395736,13.5218150031854,27,44.956772643780916,Instagram,Jackets,Product_17,413,0.4,485.5331445528339,2023-06
2023-06-16,1313.271248002714,138.14390069399582,10.519068387744856,25,52.53084992010856,Instagram,T-Shirts,Product_15,237,0.3,393.98137440081416,2023-06
2023-06-17,1564.4548678602468,165.97895740663108,10.609379715353862,29,53.946719581387825,Website,Accessories,Product_17,106,0.45,704.0046905371111,2023-06
2023-06-18,1084.3392028051194,149.27594700453452,13.766536026583449,25,43.37356811220477,Other,T-Shirts,Product_13,80,0.3,325.3017608415358,2023-06
2023-06-19,973.385660124547,87.94372661393719,9.034828662123969,21,46.35169810116891,Website,Accessories,Product_19,133,0.45,438.0235470560462,2023-06
2023-06-20,946.8698345756729,60.03298944815157,6.3401522845064076,17,55.69822556327488,Facebook,Jeans,Product_5,201,0.35,331.40444210148553,2023-06
2023-06-21,968.3153599104123,51.20283875287419,5.28782676313339,25,38.732614396416494,Direct,T-Shirts,Product_12,85,0.3,290.49460797312366,2023-06
2023-06-22,1144.2520387442273,143.61933637083732,12.55137255673619,17,67.30894345554279,Facebook,Jeans,Product_1,262,0.35,400.48821356047955,2023-06
2023-06-23,1246.569022847662,139.6543182717591,11.203095513534647,28,44.52032224455935,Instagram,T-Shirts,Product_5,463,0.3,373.97070685429856,2023-06
2023-06-24,1236.2520864027751,148.85461255080347,12.040797680992235,27,45.78711431121389,Website,T-Shirts,Product_8,457,0.3,370.87562592083253,2023-06
2023-06-25,1370.0924748139385,97.68268324953881,7.129641615089108,25,54.803698992557536,Website,Jeans,Product_13,413,0.35,479.5323661848784,2023-06
2023-06-26,1182.5383275416825,75.25336604356113,6.363714755867697,25,47.3015331016673,Other,Jackets,Product_8,155,0.4,473.01533101667303,2023-06
2023-06-27,1526.933436346884,78.56754545022176,5.1454466566788195,24,63.6222265144535,Facebook,Jeans,Product_11,463,0.35,534.4267027214094,2023-06
2023-06-28,1123.458057584612,95.55994466224965,8.505875588065969,27,41.609557688318965,Direct,Jeans,Product_1,391,0.35,393.21032015461424,2023-06
2023-06-29,1836.0808619334675,200.1177005916586,10.89917686854633,35,52.45945319809907,Website,Shirts,Product_13,269,0.25,459.0202154833669,2023-06
2023-06-30,1340.8318491090997,119.63492328476572,8.922440450997323,24,55.867993712879155,Website,Shirts,Product_19,440,0.25,335.20796227727493,2023-06
2023-07-01,989.2562855331876,92.74029591417089,9.374749220237291,25,39.570251421327505,Website,T-Shirts,Product_3,212,0.3,296.77688565995624,2023-07
2023-07-02,939.6985657454418,131.94859112947674,14.041586944937483,15,62.64657104969612,Instagram,Jeans,Product_17,488,0.35,328.8944980109046,2023-07
2023-07-03,1312.8915821163416,111.3667462139057,8.482554670233004,19,69.09955695349167,Website,T-Shirts,Product_5,269,0.3,393.86747463490246,2023-07
2023-07-04,1144.975878153495,116.09935057891681,10.139894891598109,15,76.33172521023299,Direct,T-Shirts,Product_20,319,0.3,343.49276344604846,2023-07
