date,sales,returns,return_rate,new_customers,avg_order_value,order_source,category,product_id,inventory,profit_margin,profit,month
2023-08-02,1947.88,215.64,11.07,17,114.58,Direct,T-Shirts,Loafers,90,0.3,584.36,2023-08
2023-09-18,944.41,62.83,6.65,29,32.57,Other,T-Shirts,Watch,376,0.3,283.32,2023-09
2023-10-19,1135.1,101.58,8.95,12,94.59,Direct,T-Shirts,Baggy Trousers,112,0.3,340.53,2023-10
2023-11-29,1723.19,207.96,12.07,7,246.17,Facebook,Jeans,Tank Top,468,0.35,603.12,2023-11
2023-01-22,1656.91,95.11,5.74,11,150.63,Instagram,Accessories,Tank Top,90,0.45,745.61,2023-01
2023-05-01,1872.44,252.79,13.5,16,117.03,Facebook,Jeans,Baggy Trousers,467,0.35,655.35,2023-05
2023-02-20,643.12,56.0,8.71,34,18.92,Direct,Jeans,Crop Top,265,0.35,225.09,2023-02
2023-12-15,1498.88,163.57,10.91,26,57.65,Facebook,T-Shirts,Drop Shoulder T-shirt,84,0.3,449.67,2023-12
2023-10-17,1208.32,74.87,6.2,18,67.13,Other,Accessories,Sneakers,180,0.45,543.75,2023-10
2023-08-18,1641.18,174.17,10.61,35,46.89,Other,Jackets,Graphic Tee,447,0.4,656.47,2023-08
2023-09-14,1240.69,126.89,10.23,19,65.3,Website,Jackets,Denim Jacket,395,0.4,496.28,2023-09
2023-05-07,538.13,32.71,6.08,35,15.38,Website,T-Shirts,Baggy Pants,401,0.3,161.44,2023-05
2023-04-12,1454.62,118.46,8.14,8,181.83,Other,T-Shirts,Tank Top,271,0.3,436.38,2023-04
2023-03-21,709.0,78.3,11.04,19,37.32,Direct,Jackets,Cargo Pants,220,0.4,283.6,2023-03
2023-02-08,804.59,116.09,14.43,11,73.14,Website,Jackets,Drop Shoulder T-shirt,236,0.4,321.84,2023-02
2023-02-24,1542.18,212.89,13.8,14,110.16,Website,T-Shirts,Watch,94,0.3,462.65,2023-02
2023-05-09,943.45,57.13,6.05,32,29.48,Other,Shirts,Cargo Pants,77,0.25,235.86,2023-05
2023-12-11,827.66,75.86,9.17,34,24.34,Facebook,T-Shirts,Baggy Trousers,380,0.3,248.3,2023-12
2023-02-15,986.52,61.37,6.22,29,34.02,Instagram,Accessories,Graphic Tee,280,0.45,443.93,2023-02
2023-07-02,1860.24,143.64,7.72,31,60.01,Other,Jeans,Tank Top,495,0.35,651.08,2023-07
2023-10-13,500.78,42.69,8.53,7,71.54,Facebook,Shirts,Tank Top,408,0.25,125.2,2023-10
2023-04-02,746.98,77.24,10.34,34,21.97,Website,T-Shirts,Drop Shoulder T-shirt,214,0.3,224.1,2023-04
2023-06-28,1538.65,118.39,7.69,28,54.95,Facebook,Jeans,Full-Sleeve Shirt,364,0.35,538.53,2023-06
2023-01-06,984.8,100.33,10.19,13,75.75,Website,Accessories,Watch,229,0.45,443.16,2023-01
2023-05-21,1045.44,153.87,14.72,24,43.56,Facebook,Jackets,Half-Sleeve Shirt,317,0.4,418.18,2023-05
2023-08-09,877.67,87.53,9.97,21,41.79,Direct,Shirts,Loafers,150,0.25,219.42,2023-08
2023-03-03,927.26,49.78,5.37,21,44.16,Direct,Jeans,Oversized Hoodie,51,0.35,324.54,2023-03
2023-04-06,1254.02,69.16,5.51,9,139.34,Facebook,T-Shirts,Drop Shoulder T-shirt,273,0.3,376.21,2023-04
2023-03-20,1862.4,137.74,7.4,6,310.4,Other,Accessories,Full-Sleeve Shirt,102,0.45,838.08,2023-03
2023-09-16,1234.18,183.36,14.86,27,45.71,Direct,Accessories,Drop Shoulder T-shirt,373,0.45,555.38,2023-09
2023-12-19,621.28,54.03,8.7,21,29.58,Facebook,Shirts,Crop Top,304,0.25,155.32,2023-12
2023-04-30,1704.71,165.41,9.7,6,284.12,Website,Jackets,Denim Jacket,247,0.4,681.88,2023-04
2023-01-29,1098.24,144.58,13.16,20,54.91,Other,Jackets,Baggy Trousers,146,0.4,439.29,2023-01
2023-11-13,726.08,73.2,10.08,20,36.3,Website,Accessories,Trousers,398,0.45,326.73,2023-11
2023-03-07,1787.54,147.64,8.26,8,223.44,Facebook,Jeans,Tank Top,452,0.35,625.64,2023-03
2023-07-12,1566.72,205.16,13.1,24,65.28,Instagram,Accessories,Drop Shoulder T-shirt,401,0.45,705.03,2023-07
2023-07-01,644.26,92.81,14.41,12,53.69,Instagram,Jackets,Denim Jacket,177,0.4,257.71,2023-07
2023-11-20,1276.63,170.78,13.38,15,85.11,Instagram,Jeans,Polo Shirt,490,0.35,446.82,2023-11
2023-09-21,670.21,95.48,14.25,34,19.71,Instagram,Jeans,Joggers,347,0.35,234.57,2023-09
2023-09-02,886.91,102.88,11.6,30,29.56,Other,Shirts,Trousers,161,0.25,221.73,2023-09
2023-07-26,1332.8,137.23,10.3,6,222.13,Website,Jackets,Graphic Tee,434,0.4,533.12,2023-07
2023-11-09,639.65,89.37,13.97,9,71.07,Direct,Accessories,Slim Fit Jeans,209,0.45,287.84,2023-11
2023-02-16,1449.65,121.63,8.39,7,207.09,Website,Jeans,Slim Fit Jeans,196,0.35,507.38,2023-02
2023-10-10,1588.93,221.99,13.97,28,56.75,Facebook,Shirts,Cargo Pants,103,0.25,397.23,2023-10
2023-12-17,1669.81,190.7,11.42,15,111.32,Other,Shirts,Tank Top,162,0.25,417.45,2023-12
2023-09-12,742.44,103.83,13.99,24,30.94,Website,Jeans,Polo Shirt,303,0.35,259.86,2023-09
2023-06-27,513.8,30.9,6.01,7,73.4,Direct,T-Shirts,Drop Shoulder T-shirt,202,0.3,154.14,2023-06
2023-03-05,507.59,33.54,6.61,22,23.07,Direct,Accessories,Trousers,243,0.45,228.42,2023-03
2023-04-21,1537.84,177.15,11.52,13,118.3,Facebook,Shirts,Full-Sleeve Shirt,210,0.25,384.46,2023-04
2023-06-16,527.11,52.39,9.94,20,26.36,Instagram,Jackets,Cargo Pants,453,0.4,210.85,2023-06
2023-05-01,1049.7,130.6,12.44,7,149.96,Other,Accessories,Half-Sleeve Shirt,450,0.45,472.37,2023-05
2023-02-21,962.09,100.3,10.43,31,31.04,Instagram,Shirts,Denim Jacket,420,0.25,240.52,2023-02
2023-04-13,1454.5,109.15,7.5,34,42.78,Facebook,Jeans,Sneakers,87,0.35,509.07,2023-04
2023-04-04,1968.34,194.22,9.87,12,164.03,Direct,Jeans,Tank Top,332,0.35,688.92,2023-04
2023-08-15,1151.59,97.89,8.5,5,230.32,Facebook,Jeans,Baggy Pants,333,0.35,403.06,2023-08
2023-08-04,1503.39,205.09,13.64,32,46.98,Instagram,T-Shirts,Loafers,366,0.3,451.02,2023-08
2023-05-27,1248.79,133.87,10.72,21,59.47,Facebook,Accessories,Polo Shirt,66,0.45,561.96,2023-05
2023-12-21,1991.83,193.2,9.7,18,110.66,Instagram,Jackets,Sweatshirt,422,0.4,796.73,2023-12
2023-06-25,1825.24,227.74,12.48,9,202.8,Instagram,T-Shirts,Crop Top,329,0.3,547.57,2023-06
2023-01-16,996.13,104.87,10.53,35,28.46,Other,Accessories,Joggers,148,0.45,448.26,2023-01
2023-10-07,1970.5,113.37,5.75,33,59.71,Other,Jackets,Crop Top,465,0.4,788.2,2023-10
2023-04-17,1776.71,145.14,8.17,22,80.76,Other,Jeans,Slim Fit Jeans,330,0.35,621.85,2023-04
2023-08-12,1092.04,146.79,13.44,7,156.01,Website,Jackets,Oversized Hoodie,409,0.4,436.81,2023-08
2023-03-30,605.62,42.93,7.09,19,31.87,Facebook,Shirts,Sweatshirt,391,0.25,151.41,2023-03
2023-07-04,1037.97,78.28,7.54,14,74.14,Other,T-Shirts,Sneakers,435,0.3,311.39,2023-07
2023-06-11,983.83,132.69,13.49,13,75.68,Direct,Shirts,Drop Shoulder T-shirt,348,0.25,245.96,2023-06
2023-08-27,1563.37,164.59,10.53,14,111.67,Facebook,Shirts,Tank Top,296,0.25,390.84,2023-08
2023-06-20,1129.67,85.43,7.56,28,40.35,Facebook,Accessories,Loafers,62,0.45,508.35,2023-06
2023-03-25,622.39,31.44,5.05,8,77.8,Website,Jackets,Crop Top,222,0.4,248.96,2023-03
2023-02-05,791.41,45.18,5.71,18,43.97,Website,T-Shirts,Drop Shoulder T-shirt,449,0.3,237.42,2023-02
2023-01-11,576.15,79.89,13.87,19,30.32,Website,Jeans,Leather Jacket,141,0.35,201.65,2023-01
2023-02-06,1368.3,128.41,9.38,35,39.09,Website,Accessories,Denim Jacket,391,0.45,615.73,2023-02
2023-02-16,992.23,65.0,6.55,34,29.18,Website,Jackets,Crop Top,174,0.4,396.89,2023-02
2023-08-14,1758.4,239.21,13.6,21,83.73,Direct,Accessories,Leather Jacket,229,0.45,791.28,2023-08
2023-05-11,558.25,44.84,8.03,15,37.22,Website,Accessories,Full-Sleeve Shirt,493,0.45,251.21,2023-05
2023-07-16,989.98,131.46,13.28,32,30.94,Instagram,T-Shirts,Oversized Hoodie,157,0.3,296.99,2023-07
2023-04-01,1434.34,83.96,5.85,17,84.37,Facebook,Jeans,Denim Jacket,421,0.35,502.02,2023-04
2023-11-10,1117.03,133.99,12.0,12,93.09,Website,Jeans,Oversized Hoodie,357,0.35,390.96,2023-11
2023-08-24,699.12,102.74,14.7,14,49.94,Website,Shirts,Oversized Hoodie,207,0.25,174.78,2023-08
2023-12-29,561.6,50.48,8.99,23,24.42,Instagram,Shirts,Baggy Pants,141,0.25,140.4,2023-12
2023-08-02,1616.06,121.34,7.51,30,53.87,Direct,Accessories,Polo Shirt,166,0.45,727.23,2023-08
2023-05-10,621.31,57.68,9.28,16,38.83,Facebook,Accessories,Baggy Pants,178,0.45,279.59,2023-05
2023-09-01,759.94,49.89,6.56,6,126.66,Instagram,T-Shirts,Sweatshirt,145,0.3,227.98,2023-09
2023-08-01,1323.84,160.79,12.15,12,110.32,Direct,Shirts,Slim Fit Jeans,286,0.25,330.96,2023-08
2023-09-06,919.9,133.83,14.55,11,83.63,Direct,Accessories,Half-Sleeve Shirt,241,0.45,413.96,2023-09
2023-04-01,1331.53,148.03,11.12,27,49.32,Direct,Shirts,Sneakers,500,0.25,332.88,2023-04
2023-10-08,871.6,74.61,8.56,9,96.84,Other,Jeans,Cargo Pants,135,0.35,305.06,2023-10
2023-12-14,521.59,32.13,6.16,9,57.95,Other,Jackets,Graphic Tee,96,0.4,208.64,2023-12
2023-01-11,561.09,76.05,13.55,24,23.38,Other,Shirts,Polo Shirt,253,0.25,140.27,2023-01
2023-07-13,525.74,66.42,12.63,25,21.03,Other,Jackets,Oversized Hoodie,88,0.4,210.3,2023-07
2023-09-07,1019.46,98.34,9.65,9,113.27,Website,Shirts,Slim Fit Jeans,72,0.25,254.86,2023-09
2023-03-20,572.09,82.9,14.49,8,71.51,Facebook,Shirts,Graphic Tee,339,0.25,143.02,2023-03
2023-01-10,891.34,45.93,5.15,23,38.75,Direct,Shirts,Baggy Pants,491,0.25,222.84,2023-01
2023-06-06,1251.56,130.08,10.39,17,73.62,Facebook,T-Shirts,Crop Top,53,0.3,375.47,2023-06
2023-01-29,1423.78,205.58,14.44,6,237.3,Website,Jackets,Slim Fit Jeans,433,0.4,569.51,2023-01
2023-09-19,1454.61,189.24,13.01,16,90.91,Direct,Jeans,Drop Shoulder T-shirt,227,0.35,509.11,2023-09
2023-01-23,1360.05,85.48,6.29,33,41.21,Instagram,T-Shirts,Leather Jacket,228,0.3,408.02,2023-01
2023-02-19,1730.96,194.9,11.26,5,346.19,Facebook,T-Shirts,Slim Fit Jeans,466,0.3,519.29,2023-02
2023-04-29,1477.23,104.39,7.07,33,44.76,Website,Jeans,Sweatshirt,446,0.35,517.03,2023-04
2023-01-25,821.88,72.1,8.77,33,24.91,Instagram,T-Shirts,Slim Fit Jeans,291,0.3,246.57,2023-01
2023-04-11,1524.51,87.08,5.71,12,127.04,Instagram,Shirts,Graphic Tee,142,0.25,381.13,2023-04
2023-09-17,1767.31,92.48,5.23,6,294.55,Other,Jackets,Loafers,164,0.4,706.93,2023-09
2023-04-20,922.78,57.04,6.18,25,36.91,Direct,Shirts,Sneakers,163,0.25,230.7,2023-04
2023-05-02,1443.41,198.83,13.77,8,180.43,Other,Shirts,Half-Sleeve Shirt,266,0.25,360.85,2023-05
2023-11-19,1705.22,133.35,7.82,14,121.8,Instagram,Shirts,Sneakers,406,0.25,426.31,2023-11
2023-06-11,1625.92,212.48,13.07,21,77.42,Website,T-Shirts,Drop Shoulder T-shirt,148,0.3,487.78,2023-06
2023-09-28,1118.93,97.57,8.72,11,101.72,Instagram,Accessories,Loafers,145,0.45,503.52,2023-09
2023-10-08,1011.21,144.68,14.31,9,112.36,Direct,T-Shirts,Crop Top,317,0.3,303.36,2023-10
2023-09-04,1143.49,143.04,12.51,29,39.43,Other,Jackets,Slim Fit Jeans,404,0.4,457.4,2023-09
2023-02-22,654.69,91.82,14.03,34,19.26,Website,Jackets,Loafers,133,0.4,261.87,2023-02
2023-01-16,1739.69,142.66,8.2,31,56.12,Instagram,Jackets,Polo Shirt,68,0.4,695.87,2023-01
2023-05-07,1083.8,55.36,5.11,13,83.37,Other,Accessories,Baggy Trousers,452,0.45,487.71,2023-05
2023-02-28,636.93,52.18,8.19,18,35.39,Other,Shirts,Slim Fit Jeans,272,0.25,159.23,2023-02
2023-04-02,1925.91,206.73,10.73,19,101.36,Instagram,Accessories,Oversized Hoodie,193,0.45,866.66,2023-04
2023-09-13,1172.67,93.02,7.93,29,40.44,Instagram,T-Shirts,Watch,485,0.3,351.8,2023-09
2023-10-08,1508.78,188.96,12.52,27,55.88,Instagram,Accessories,Sneakers,193,0.45,678.95,2023-10
2023-05-03,1684.43,99.58,5.91,14,120.32,Other,Jackets,Baggy Trousers,235,0.4,673.77,2023-05
2023-02-19,586.34,61.54,10.5,9,65.15,Instagram,Accessories,Baggy Trousers,212,0.45,263.85,2023-02
2023-11-05,1831.56,155.85,8.51,22,83.25,Other,Shirts,Drop Shoulder T-shirt,288,0.25,457.89,2023-11
2023-07-08,714.49,90.13,12.62,16,44.66,Instagram,Jackets,Half-Sleeve Shirt,450,0.4,285.8,2023-07
2023-02-06,651.68,38.07,5.84,17,38.33,Other,Shirts,Half-Sleeve Shirt,217,0.25,162.92,2023-02
2023-12-14,609.14,80.52,13.22,30,20.3,Facebook,Jackets,Crop Top,243,0.4,243.66,2023-12
2023-04-26,622.02,36.38,5.85,23,27.04,Website,Jackets,Drop Shoulder T-shirt,185,0.4,248.81,2023-04
2023-01-27,1061.41,92.41,8.71,24,44.23,Instagram,Jackets,Trousers,194,0.4,424.56,2023-01
2023-02-28,1920.87,285.44,14.86,8,240.11,Facebook,Jeans,Watch,341,0.35,672.31,2023-02
2023-01-08,1064.39,62.11,5.84,33,32.25,Instagram,T-Shirts,Graphic Tee,413,0.3,319.32,2023-01
2023-12-26,1337.61,123.62,9.24,30,44.59,Instagram,Jeans,Denim Jacket,68,0.35,468.16,2023-12
2023-11-26,666.8,66.19,9.93,17,39.22,Other,Shirts,Tank Top,291,0.25,166.7,2023-11
2023-09-16,1202.99,66.92,5.56,32,37.59,Instagram,T-Shirts,Sneakers,366,0.3,360.9,2023-09
2023-02-07,1734.19,215.77,12.44,7,247.74,Facebook,Accessories,Tank Top,397,0.45,780.38,2023-02
2023-03-05,1943.26,170.01,8.75,21,92.54,Direct,Jeans,Loafers,458,0.35,680.14,2023-03
2023-01-01,1802.9,130.46,7.24,10,180.29,Website,T-Shirts,Drop Shoulder T-shirt,107,0.3,540.87,2023-01
2023-06-13,518.23,76.17,14.7,33,15.7,Instagram,Jeans,Tank Top,352,0.35,181.38,2023-06
2023-03-13,1836.71,188.76,10.28,15,122.45,Website,T-Shirts,Sneakers,301,0.3,551.01,2023-03
2023-11-12,610.69,64.36,10.54,24,25.45,Direct,Accessories,Half-Sleeve Shirt,490,0.45,274.81,2023-11
2023-12-07,1284.65,145.09,11.29,18,71.37,Direct,Jeans,Loafers,192,0.35,449.63,2023-12
2023-01-22,1181.81,133.26,11.28,26,45.45,Facebook,Accessories,Tank Top,308,0.45,531.82,2023-01
2023-05-18,1851.74,101.0,5.45,16,115.73,Website,Jackets,Polo Shirt,379,0.4,740.69,2023-05
2023-09-06,1925.62,267.71,13.9,16,120.35,Instagram,Accessories,Cargo Pants,457,0.45,866.53,2023-09
2023-11-11,1430.2,111.18,7.77,32,44.69,Instagram,Accessories,Cargo Pants,213,0.45,643.59,2023-11
2023-08-02,1195.55,102.02,8.53,22,54.34,Direct,Shirts,Sneakers,77,0.25,298.89,2023-08
2023-03-29,616.6,90.91,14.74,31,19.89,Facebook,T-Shirts,Tank Top,496,0.3,184.98,2023-03
2023-11-13,1304.14,105.57,8.1,24,54.34,Instagram,Shirts,Baggy Trousers,269,0.25,326.04,2023-11
2023-10-04,906.44,57.39,6.33,7,129.49,Instagram,Jackets,Baggy Pants,302,0.4,362.57,2023-10
2023-11-04,1910.8,175.15,9.17,9,212.31,Direct,Jeans,Loafers,352,0.35,668.78,2023-11
2023-03-07,1878.76,109.48,5.83,34,55.26,Facebook,Jeans,Baggy Trousers,291,0.35,657.57,2023-03
2023-10-04,1327.38,88.25,6.65,28,47.41,Direct,Shirts,Baggy Pants,338,0.25,331.85,2023-10
2023-05-21,1666.4,163.37,9.8,19,87.71,Other,Jackets,Tank Top,226,0.4,666.56,2023-05
2023-01-22,1065.11,133.09,12.5,29,36.73,Other,Jackets,Drop Shoulder T-shirt,391,0.4,426.04,2023-01
2023-01-24,1743.75,186.42,10.69,5,348.75,Instagram,Jeans,Baggy Pants,147,0.35,610.31,2023-01
2023-06-29,555.23,35.19,6.34,25,22.21,Instagram,T-Shirts,Trousers,360,0.3,166.57,2023-06
2023-07-22,1797.08,235.94,13.13,35,51.35,Direct,Jackets,Crop Top,182,0.4,718.83,2023-07
2023-11-23,1994.96,210.55,10.55,9,221.66,Other,Jeans,Drop Shoulder T-shirt,102,0.35,698.23,2023-11
2023-04-23,1917.15,258.75,13.5,21,91.29,Website,Accessories,Half-Sleeve Shirt,134,0.45,862.72,2023-04
2023-03-01,1175.82,73.98,6.29,23,51.12,Other,T-Shirts,Graphic Tee,222,0.3,352.74,2023-03
2023-06-13,1409.26,102.68,7.29,21,67.11,Website,Accessories,Half-Sleeve Shirt,337,0.45,634.17,2023-06
2023-05-22,570.34,43.84,7.69,11,51.85,Facebook,Jackets,Crop Top,203,0.4,228.14,2023-05
2023-01-31,1247.25,121.76,9.76,7,178.18,Direct,T-Shirts,Half-Sleeve Shirt,428,0.3,374.17,2023-01
2023-11-19,961.67,126.59,13.16,16,60.1,Direct,Accessories,Baggy Trousers,438,0.45,432.75,2023-11
2023-12-30,632.61,81.72,12.92,21,30.12,Instagram,Jeans,Polo Shirt,161,0.35,221.41,2023-12
2023-04-30,1220.07,112.31,9.21,9,135.56,Facebook,T-Shirts,Watch,390,0.3,366.02,2023-04
2023-01-05,1459.04,190.41,13.05,11,132.64,Website,Jeans,Leather Jacket,471,0.35,510.66,2023-01
2023-02-17,1425.9,211.1,14.8,22,64.81,Direct,Accessories,Half-Sleeve Shirt,147,0.45,641.65,2023-02
2023-11-10,1454.97,153.47,10.55,23,63.26,Instagram,Shirts,Watch,496,0.25,363.74,2023-11
2023-05-02,1589.6,166.5,10.47,5,317.92,Direct,Jeans,Slim Fit Jeans,384,0.35,556.36,2023-05
2023-11-03,1094.81,122.85,11.22,23,47.6,Other,T-Shirts,Sneakers,130,0.3,328.44,2023-11
2023-06-27,1924.28,124.52,6.47,28,68.72,Instagram,Accessories,Leather Jacket,450,0.45,865.93,2023-06
2023-01-21,1238.17,93.88,7.58,28,44.22,Facebook,Accessories,Drop Shoulder T-shirt,118,0.45,557.18,2023-01
2023-11-18,1970.05,195.55,9.93,17,115.89,Direct,Jackets,Oversized Hoodie,175,0.4,788.02,2023-11
2023-01-11,1450.1,107.33,7.4,23,63.05,Facebook,Shirts,Denim Jacket,160,0.25,362.53,2023-01
2023-09-21,693.32,43.54,6.28,35,19.81,Other,Jackets,Half-Sleeve Shirt,423,0.4,277.33,2023-09
2023-11-03,1546.5,105.17,6.8,8,193.31,Instagram,Jeans,Graphic Tee,233,0.35,541.28,2023-11
2023-03-27,1117.49,153.58,13.74,31,36.05,Other,T-Shirts,Oversized Hoodie,142,0.3,335.25,2023-03
2023-04-24,1959.67,215.94,11.02,23,85.2,Facebook,Jackets,Sweatshirt,452,0.4,783.87,2023-04
2023-10-07,1732.69,146.43,8.45,14,123.76,Direct,Jackets,Drop Shoulder T-shirt,366,0.4,693.07,2023-10
2023-04-10,547.71,57.44,10.49,9,60.86,Instagram,Shirts,Slim Fit Jeans,282,0.25,136.93,2023-04
2023-11-16,1033.99,144.16,13.94,21,49.24,Direct,T-Shirts,Crop Top,127,0.3,310.2,2023-11
2023-09-07,995.15,81.76,8.22,30,33.17,Other,T-Shirts,Drop Shoulder T-shirt,298,0.3,298.54,2023-09
2023-03-18,1221.72,145.11,11.88,28,43.63,Facebook,Jeans,Tank Top,399,0.35,427.6,2023-03
2023-11-04,735.47,64.52,8.77,21,35.02,Website,Accessories,Baggy Trousers,75,0.45,330.96,2023-11
2023-11-29,1802.45,105.36,5.85,7,257.49,Facebook,Jeans,Cargo Pants,302,0.35,630.86,2023-11
2023-10-22,1979.39,205.18,10.37,28,70.69,Direct,Jackets,Cargo Pants,263,0.4,791.75,2023-10
2023-01-25,854.17,107.62,12.6,18,47.45,Facebook,Shirts,Sweatshirt,265,0.25,213.54,2023-01
2023-08-06,1580.77,88.89,5.62,31,50.99,Direct,T-Shirts,Sneakers,361,0.3,474.23,2023-08
2023-11-04,699.68,83.06,11.87,27,25.91,Instagram,Accessories,Full-Sleeve Shirt,287,0.45,314.85,2023-11
2023-01-29,1624.42,86.17,5.3,22,73.84,Instagram,T-Shirts,Baggy Trousers,343,0.3,487.33,2023-01
2023-04-03,1298.93,96.44,7.42,29,44.79,Facebook,T-Shirts,Baggy Pants,168,0.3,389.68,2023-04
2023-05-21,1065.93,55.44,5.2,29,36.76,Instagram,Jackets,Denim Jacket,322,0.4,426.37,2023-05
2023-11-12,817.17,67.62,8.27,16,51.07,Direct,T-Shirts,Tank Top,74,0.3,245.15,2023-11
2023-02-10,1835.79,200.76,10.94,8,229.47,Direct,Jackets,Graphic Tee,443,0.4,734.32,2023-02
2023-07-24,1683.76,168.11,9.98,19,88.62,Instagram,Jackets,Trousers,277,0.4,673.5,2023-07
2023-06-02,1305.66,141.9,10.87,12,108.8,Other,Jeans,Graphic Tee,473,0.35,456.98,2023-06
2023-07-02,1147.49,72.01,6.28,13,88.27,Website,Accessories,Watch,150,0.45,516.37,2023-07
2023-04-09,1044.62,119.71,11.46,6,174.1,Other,T-Shirts,Drop Shoulder T-shirt,492,0.3,313.39,2023-04
2023-07-03,1034.15,153.73,14.87,9,114.91,Website,Accessories,Sweatshirt,426,0.45,465.37,2023-07
2023-07-20,855.84,51.5,6.02,10,85.58,Website,Jeans,Denim Jacket,119,0.35,299.54,2023-07
2023-02-28,868.94,57.41,6.61,15,57.93,Other,T-Shirts,Tank Top,495,0.3,260.68,2023-02
2023-01-17,927.64,62.47,6.73,27,34.36,Other,Jeans,Loafers,186,0.35,324.67,2023-01
2023-04-20,620.35,63.56,10.25,12,51.7,Facebook,Jackets,Leather Jacket,278,0.4,248.14,2023-04
2023-09-29,1973.57,120.79,6.12,6,328.93,Instagram,Shirts,Baggy Pants,269,0.25,493.39,2023-09
2023-06-03,1876.09,94.8,5.05,26,72.16,Direct,Jackets,Slim Fit Jeans,418,0.4,750.44,2023-06
2023-07-21,1236.12,151.17,12.23,34,36.36,Other,Jackets,Loafers,490,0.4,494.45,2023-07
2023-03-29,1577.69,163.3,10.35,30,52.59,Instagram,T-Shirts,Tank Top,484,0.3,473.31,2023-03
2023-03-24,1757.87,123.94,7.05,30,58.6,Website,T-Shirts,Tank Top,167,0.3,527.36,2023-03
2023-08-12,1566.43,109.57,7.0,24,65.27,Other,Accessories,Leather Jacket,162,0.45,704.89,2023-08
2023-01-30,1294.76,156.31,12.07,18,71.93,Facebook,Jeans,Sneakers,369,0.35,453.17,2023-01
2023-01-15,630.94,63.48,10.06,35,18.03,Website,Shirts,Joggers,405,0.25,157.73,2023-01
2023-02-04,980.96,107.31,10.94,10,98.1,Instagram,Jackets,Polo Shirt,227,0.4,392.39,2023-02
2023-10-26,1181.4,123.88,10.49,14,84.39,Other,T-Shirts,Loafers,221,0.3,354.42,2023-10
2023-08-22,802.6,95.07,11.85,24,33.44,Facebook,Shirts,Drop Shoulder T-shirt,370,0.25,200.65,2023-08
2023-12-31,708.24,35.6,5.03,13,54.48,Instagram,T-Shirts,Trousers,448,0.3,212.47,2023-12
2023-04-08,1207.36,110.09,9.12,34,35.51,Direct,Accessories,Oversized Hoodie,144,0.45,543.31,2023-04
2023-09-04,1894.29,252.06,13.31,16,118.39,Direct,T-Shirts,Loafers,483,0.3,568.29,2023-09
2023-03-27,686.45,84.49,12.31,13,52.8,Direct,Accessories,Tank Top,467,0.45,308.9,2023-03
2023-02-04,771.85,43.72,5.66,12,64.32,Direct,T-Shirts,Graphic Tee,369,0.3,231.55,2023-02
2023-03-03,1361.71,182.72,13.42,12,113.48,Website,Jackets,Watch,316,0.4,544.68,2023-03
